ID,Category
"James J. Silva (born December 14, 1984) is an American former college and professional football player who was a safety in the National Football League (NFL) for three seasons. He played college football for Boston College, and earned consensus All-American honors. He was signed by the Colts as an undrafted free agent in 2008.
Silva was born in East Providence, Rhode Island. He attended East Providence High School, and was a standout high school football player for the East Providence Townies.",English
"The Sainte-Marguerite River (French: Rivière Sainte-Marguerite; Saint Margaret River) is a 316 kilometres (196 mi) long river in the Côte-Nord region of Quebec, Canada. It flows into the Gulf of Saint Lawrence to the west of Sept-Îles. There are traces of human activity along the river from 4,000 years ago. Pulp and paper exploitation in the river basin began in the early 20th century, followed by mining. The river has a large hydroelectric power dam, the Denis-Perron dam, that contains a reservoir that is 140 kilometres (87 mi) long.
The Sainte-Marguerite River is in the middle Côte-Nord, between Baie-Comeau and Havre-Saint-Pierre.[1] The catchment area is 6,190 square kilometres (2,390 sq mi).[2] It lies between the basins of the Dominique River to the west and the Rapides River to the east.[3] The river originates in the northeast of the canton of Hind.[2] It rises to the northeast of the Petit lac Manicouagan.[4] From near the border with Labrador, the river flows first through a mountainous region, and then for more than 200 kilometres (120 mi) through a coastal plain.[1] It is 316 kilometres (196 mi) long.[2] Much of the southern part of the river basin, up to the Réservoir Sainte-Marguerite 3, is part of the Zec Matimek.[5]",English
"Vincent is a masculine given name.
Vincent may also refer to:",English
"The Abbot of Lismore (Irish: Lios Mór; Latin: Lismorensis) was the head of Lismore Abbey, which is in modern-day County Waterford, Ireland.[1]
The abbey was founded by Saint Mo Chutu in the early seventh century. After the death of Saint Mo Chutu, the abbots bore the title ""Comarbai Mo Chutu"" (i.e. ""successor of Saint Mo Chutu""). A few of the abbots and others at the monastery were consecrated as bishops. In 1111, Niall mac Meic Áedacáin became the first diocesan bishop of Lismore when the diocese of Lismore was established by the Synod of Ráth Breasail.[1][2]",English
"Gough was an electoral district of the Legislative Assembly in the Australian state of New South Wales, named after the Gough County, which includes the town of Glen Innes. It was created in the 1904 re-distribution of electorates following the 1903 New South Wales referendum, which required the number of members of the Legislative Assembly to be reduced from 125 to 90.[1] It consisted of the abolished seat of Glenn Innes and part of Inverell.
In 1920, with the introduction of proportional representation, it was absorbed into Northern Tablelands, along with Armidale and Tenterfield.[2][3][4]",English
"Baburao Paranjpe (बाबूराव परांजपे, 1922–1999) was an Indian politician. Shri Paranjape was a leader of Bharatiya Janata Party and a member of Lok Sabha from Jabalpur in Madhya Pradesh. He was a member of Seventh Lok Sabha (1982–84) after winning bye-election in 1982, Ninth (1989–91), Eleventh (1996–98) and Twelfth (1998–1999) Lok Sabha. He was the defeated BJP candidate from Jabalpur in 1984 and 1991 elections, when there was pro-Congress sympathy wave after the assassinations of Indira Gandhi and Rajiv Gandhi respectively.
He was Mayor of Jabalpur from 1957 to 1975. Paranjpe joined Azad Hind Fauj and saw action during the Second World War in 1944. He died on 27 September 1999.[1]",English
"
Shingo Kawabata (川畑 伸吾, Kawabata Shingo, born 15 May 1978) is a Japanese former sprinter who competed in the 2000 Summer Olympics.[1]",English
"Pfaffenhofen an der Ilm is a municipality in Bavaria, Germany, capital of the district Pfaffenhofen. It is located on the river Ilm, and had a population of 23,282 in 2004.
Composer Ralf Yusuf Gawlick was born here in 1969.",English
"The Rondo Theatre, in Bath, was established in 1989. The theatre is located in the former church hall of St. Saviours Church, Larkhall. The building was purchased in 1976 by Doreen and Wilf Williams, who subsequently founded The Rondo Trust for the Performing Arts. The building has been converted into a 105-seat theatre. The facility received extensive renovations and upgrades after the receipt of lottery grants in 1996 and 2003. The trust also receives financial support from the Bath and North East Somerset local authority.
The theatre has an active programme of outreach activities, including a youth theatre, a scriptwriters group, theatre workshops, and afternoon tea concerts.",English
"Aristokrat Records is a Nigerian record label owned by The Aristokrat Group.[1] The label operates as a subsidiary of The Aristokrat Group, an African Media & Entertainment company. It units includes; Aristokrat 360, Aristokrat Publishing, and Aristokrat Lifestyle. On 11 May 2020, Universal Music France[2] announced its partnership with Aristokrat Records, under the watch of The Aristokrat Group, as the label will now distribute under its label services Caroline France,[3] and publish under Universal Music Publishing Group. As the joint partnership will also help discover and develop exciting new African talent, giving artistes and songwriters the opportunity to reach global audiences with support from Universal Music Group of companies around the world; say's Piriye in an interview with This Day.[4]
It services includes, music recording, distribution, merchandising, audiovisual content, music publishing, branding, and management.[5]",English
"
Kanhoji Angre, also known as Conajee Angria or Sarkhel Angré (August 1669 – 4 July 1729) was an Indian admiral of the Maratha Navy. Kanhoji became noted for attacking and capturing European merchant ships and ransoming their crews. British, Dutch and Portuguese ships were often victims of these raids. Despite attempts by the Portuguese and British to put an end to his privateering activities, Angre continued to capture and ransom European merchant ships until his death in 1729. Kanhoji's naval prowess in capturing dozens of European trading ships and avoiding capture has led to many historians to appraise Kanhoji as the most skilled Indian admiral in the maritime history of India.",English
"Manhean Senior High/Technical School is a coeducational second-cycle institution in Ghana, established in 1991.[1][2]
The school offers courses in Visual Arts, Agricultural Science, General Arts, Technical and Home Economics.",English
"
Hulan Road (simplified Chinese: 呼兰路; traditional Chinese: 呼蘭路; pinyin: Hūlán Lù) is a station on Shanghai Metro Line 1.[1] This station is part of the northern extension of that line from Shanghai Railway Station to Gongfu Xincun that opened on 28 December 2004.[2]",English
"Tatjana Maria and Heather Watson were the defending champions,[1] but only Maria chose to defend her title, partnering Christina McHale. The pair lost in the quarterfinals to Cornelia Lister and Renata Voráčová.
Victoria Azarenka and Zheng Saisai won the title, defeating Desirae Krawczyk and Giuliana Olmos in the final, 6–1, 6–2.",English
"Many nations continue to research and/or stockpile chemical weapon agents despite numerous efforts to reduce or eliminate them. Most states have joined the Chemical Weapons Convention (CWC), which required the destruction of all chemical weapons by 2012. Twelve nations have declared chemical weapons production facilities and six nations have declared stockpiles of chemical weapons. All of the declared production facilities have been destroyed or converted to civilian use after the treaty went into force. According to the United States government, at least 17 nations currently have active chemical weapons programs.
Of 190 signatory nations to the CWC, state parties listed below have also declared stockpiles, agreed to monitored disposal, and verification, and in some cases, used chemical weapons in conflict. Both military targets and civilian populations have been affected; affected populations were not always damaged collaterally; instead, at times: themselves the target of the attack. As of 2017, only North Korea and the United States are confirmed to have remaining stockpiles of chemical weapons.",English
