ID,Category
"Could this be the answer to housing shortages? A simple design built with simple, sustainable materials, to any size or shape? Wikkelhouse — it's the 3D printer of housing construction.",English
"To mark the 60th anniversary of the German-Turkish recruitment agreement, the Ruhr Museum is exhibiting photographs by Istanbul photographer Ergun Cagatay.",English
"Iowa's industrial agricultural system suffered massive damages after a storm tore through the area in August 2020. But between the vast monocultures of soy and ethanol corn, the Indigenous Meskwaki Nation grows food using different techniques that may provide key lessons for farmers wanting a more resilient and sustainable agricultural system in the face of increasingly severe climatic changes.",English
"On a rock in the river that now marks the boundary between Serbia and Bosnia-Herzegovina is a house with a moving history. The Drina river house has been destroyed seven times due to the Yugoslav Wars and to flooding, but it's been rebuilt each time.",English
"Thirty percent of France's bee population has died off due to climate change and pests. To make up for the losses, some beekeepers are stealing beehives from their colleagues. There have been 600 such cases in 2021 so far.",English
"At the height of the pandemic, the Way of St. James was closed, and Santiago de Compostela was practically deserted. Now regional borders and hostels along the route have reopened, in time for what is called a Holy Year on the Camino de Santiago.",English
"Charlie Mullins is the founder of Pimlico Plumbers, London's largest independent plumbing company. He says his employees will all have to get vaccinated. If they don't agree, they can't work there for safety reasons. ",English
"Germany’s Chancellor of almost 16 years, Angela Merkel, has given her last speech in parliament. DW looks back at some of her best moments in parliament.",English
"For many around the world, cryptocurrencies are just something to trade and make money from. But in some dysfunctional economies, they provide a vital role for ordinary citizens looking to sidestep hyperinflation.",English
"Five years after the Brexit referendum, many British companies now complain about higher transport costs and more bureaucracy. But the biggest problem is a labor shortage.",English
Jab vs Job - Cardboard Cutout,English
Employers grapple with requiring COVID-19 jabs - Ex-Nissan boss Ghosn walks out of DW interview - Venezuelans abroad stoke rise in crypto remittances,English
"Five years ago Britain voted to leave the European Union. The Brexit referendum divided the country and continues to divide the nation today. Political commentator Jon Worth tells Brent Goff on The Day that 5 years ago he couldn't have imagined the ""amount of political breakdown"" Britain would have to go through to leave the EU.",English
"After 26 years in operation, the ""Apple Daily"" has printed its last edition. Staff say the paper has been forced to close since China enacted a sweeping national security law, arresting journalists and pro-democracy activists. ",English
